Twitter Feed,Source Account,Tweets Ago,Tweet,Tweet Date,Compound Score,Positive Score,Neutral Score,Negative Score
BBCWorld,BBC News (World),1,World Cup: Nike boots barred for Iran footballers amid US sanctions https://t.co/cnNKTulFAF,Tue Jun 12 18:37:34 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),2,Jean-Pierre Bemba: ICC orders release of Congo 'warlord' https://t.co/8fAf1Mkm1D,Tue Jun 12 18:05:58 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),3,Macedonia and Greece: Deal after 27-year row over a name https://t.co/qmDaY4mMAb,Tue Jun 12 16:55:28 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),4,Navarro sorry for 'special place in hell'' for Trudeau remark https://t.co/gyn2mkLhZ6,Tue Jun 12 16:53:14 +0000 2018,0.34,0.208,0.692,0.1
BBCWorld,BBC News (World),5,Spanish football league defends phone 'spying' https://t.co/J21rBPWZJZ,Tue Jun 12 16:20:12 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),6,"RT @BBCNews: A win-win or a Kim win? #TrumpKimSummit 

https://t.co/LS8uCH3v7j https://t.co/4g7DVT8O37",Tue Jun 12 16:08:12 +0000 2018,0.5859,0.322,0.678,0.0
BBCWorld,BBC News (World),7,"""Boy look at that view. Wouldn't that make a great condo?""

From Trump's coastline compliment to Kim Jong-un's 'pen… https://t.co/wvoi9dlPQK",Tue Jun 12 15:50:24 +0000 2018,-0.05,0.133,0.727,0.141
BBCWorld,BBC News (World),8,Ten handshakes that shook the world https://t.co/UWGxXPMzKW,Tue Jun 12 15:42:33 +0000 2018,-0.1027,0.0,0.811,0.189
BBCWorld,BBC News (World),9,Vase found in shoebox sells for 16m euros https://t.co/xLOrzWbJFN,Tue Jun 12 15:14:31 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),10,RT @BBCMonitoring: North Koreans have not yet seen any TV news reports of the historic meeting between leader Kim Jong-un and President Tru…,Tue Jun 12 15:08:54 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),11,Win-win or a Kim win? https://t.co/HUTGpeHpQU,Tue Jun 12 14:26:33 +0000 2018,0.5859,0.487,0.513,0.0
BBCWorld,BBC News (World),12,"Jean-Claude Arnault, photographer in Nobel prize scandal, charged with rape https://t.co/BpgMIp4wdt",Tue Jun 12 14:21:25 +0000 2018,-0.7269,0.168,0.355,0.477
BBCWorld,BBC News (World),13,"People who have had strokes are learning to cook for themselves again, thanks to this one-handed cookbook… https://t.co/9EC2Cnggpr",Tue Jun 12 13:51:00 +0000 2018,0.4404,0.146,0.854,0.0
BBCWorld,BBC News (World),14,Trump Kim summit: Five odd moments from the day https://t.co/Iv6cf56hLw,Tue Jun 12 13:27:02 +0000 2018,-0.3182,0.0,0.796,0.204
BBCWorld,BBC News (World),15,Kim Trump summit: North Korea state TV not airing summit news https://t.co/7PpE3BGqHB,Tue Jun 12 13:24:35 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),16,Chimamanda Ngozi Adichie wins PEN Pinter prize https://t.co/74haDV8C4y,Tue Jun 12 13:13:10 +0000 2018,0.7906,0.538,0.462,0.0
BBCWorld,BBC News (World),17,"Video shows jogger throwing away homeless man's possessions 

https://t.co/YWPnJrcc3M https://t.co/JWNQSDwYwA",Tue Jun 12 12:49:38 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),18,"Egypt's Salah ""used for political capital"" https://t.co/N6V4HTdFLD",Tue Jun 12 12:16:55 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),19,"""The world will see a major change""

#TrumpKim https://t.co/E9ndZbPv0T https://t.co/zUAC66Xlzu",Tue Jun 12 11:27:37 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),20,Volkswagen Beetle: Mexico's enduring love of a classic car https://t.co/7fOLBvcEN0,Tue Jun 12 11:03:32 +0000 2018,0.6369,0.344,0.656,0.0
BBCWorld,BBC News (World),21,"US President Donald Trump on Kim Jong-un's ""opportunity"" 

#TrumpKimSummit https://t.co/y2hdld3pPz https://t.co/dKb4HzhyOz",Tue Jun 12 11:00:05 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),22,Louboutin wins legal battle over red soles https://t.co/jkrZt6Z7mW,Tue Jun 12 10:58:48 +0000 2018,0.3818,0.406,0.391,0.203
BBCWorld,BBC News (World),23,Private funeral held for Avicii in Sweden https://t.co/3gp6db9Jia,Tue Jun 12 10:56:25 +0000 2018,-0.3612,0.0,0.737,0.263
BBCWorld,BBC News (World),24,Trump Kim summit: What food was on the diplomatic menu? https://t.co/y8flxx7fIX,Tue Jun 12 10:49:11 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),25,Germany recalls contaminated Dutch eggs in fipronil scare https://t.co/5QUzzcWtUi,Tue Jun 12 10:13:52 +0000 2018,-0.4939,0.0,0.714,0.286
BBCWorld,BBC News (World),26,Uber applies for patent to spot drunk passengers https://t.co/drkJgfz2XU,Tue Jun 12 10:07:04 +0000 2018,-0.34,0.0,0.769,0.231
BBCWorld,BBC News (World),27,Stranded migrants: Three ships to take 629 people on Aquarius to Spain https://t.co/fRtjpsSeFn,Tue Jun 12 09:50:38 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),28,E3: Sony PlayStation 4's kiss kiss bang bang event https://t.co/jc6Hasg8q5,Tue Jun 12 09:48:15 +0000 2018,0.6808,0.412,0.588,0.0
BBCWorld,BBC News (World),29,"RT @BBCSport: Canada, US &amp; Mexico v Morocco. Who's going to get the nod for the 2026 #WorldCup? Time to take a look. 

➡ https://t.co/6ihh1…",Tue Jun 12 09:32:22 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),30,Trump on Kim: 'Past does not have to define our future' https://t.co/uI6k4k1mUv,Tue Jun 12 09:18:43 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),31,Donald Trump reflects on historic #TrumpKimSummit and the road ahead https://t.co/SKctN5ncm0 https://t.co/VdFymIcuvB,Tue Jun 12 09:10:44 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),32,"""I know it didn't look friendly..."" - US President Donald Trump offers his take on photo of G7 leaders that went vi… https://t.co/9xpTL9jD9Q",Tue Jun 12 09:00:43 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),33,Trump: Kim talks 'honest and direct' https://t.co/dlCkJXVQnv,Tue Jun 12 08:53:26 +0000 2018,0.5106,0.355,0.645,0.0
BBCWorld,BBC News (World),34,"RT @BBCBreaking: #TrumpKimSummit: Donald Trump says US will be stopping ""very provocative"" war games with South Korea 

Live updates: https…",Tue Jun 12 08:47:01 +0000 2018,-0.6983,0.0,0.757,0.243
BBCWorld,BBC News (World),35,Theresa May says G7 summit was 'difficult' occasion https://t.co/hBUctCuQIH,Tue Jun 12 08:46:29 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),36,Ariana Grande appears to confirm engagement reports https://t.co/3V78ry0p6z,Tue Jun 12 08:46:29 +0000 2018,0.4588,0.3,0.7,0.0
BBCWorld,BBC News (World),37,Rush to save India bird with beak shut by plastic ring https://t.co/sdzEXbRGmL,Tue Jun 12 08:43:56 +0000 2018,0.4939,0.225,0.775,0.0
BBCWorld,BBC News (World),38,"RT @BBCBreaking: ""Anyone can make war, but only the most courageous can make peace"" - US President Donald Trump on ""honest, direct"" meeting…",Tue Jun 12 08:36:10 +0000 2018,0.8534,0.313,0.608,0.078
BBCWorld,BBC News (World),39,RT @BBCJonSopel: Tremendous three months says @realDonaldTrump at start of his news conference. Says he and #KimJongUn had spent an intense…,Tue Jun 12 08:17:52 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),40,Kim: 'The world will see a major change' https://t.co/KqDvL7h74p,Tue Jun 12 08:08:49 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),41,"Live #TrumpKimSummit updates

https://t.co/Ce39CXWr6g https://t.co/rwzynRh6nj",Tue Jun 12 08:06:16 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),42,"#TrumpKimSummit: Handshake moment explained in pictures, including Kim's first words to Trump… https://t.co/HRFyFAD6bD",Tue Jun 12 07:46:32 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),43,Bode Miller: US Olympic skier's daughter drowns https://t.co/qEmmWu058o,Tue Jun 12 07:19:30 +0000 2018,-0.4939,0.0,0.686,0.314
BBCWorld,BBC News (World),44,Ivanka Trump and Jared Kushner commercial income revealed https://t.co/uZnGzKQZSq,Tue Jun 12 07:10:14 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),45,"RT @BBCBarbaraPlett: As reported, #trumpkimsummit doc is very general declaration, no concrete steps towards denuclearization or details ab…",Tue Jun 12 06:55:21 +0000 2018,-0.3535,0.0,0.873,0.127
BBCWorld,BBC News (World),46,"The key points from the Trump-Kim Declaration: https://t.co/1dToUha250

#TrumpKimSummit https://t.co/z2qBX7qymD",Tue Jun 12 06:41:14 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),47,Kim and Trump sign joint statement https://t.co/pg0kh7UnHU,Tue Jun 12 06:32:49 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),48,Russia 2018: Chinese firms fill World Cup sponsorship gap https://t.co/njzET1tDQl,Tue Jun 12 06:30:25 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),49,"Trump Kim summit: Missed chance to discuss human rights, says defector https://t.co/INI61COz76",Tue Jun 12 06:30:25 +0000 2018,-0.4767,0.124,0.559,0.317
BBCWorld,BBC News (World),50,"RT @BBCMonitoring: Screenshots taken at the same moment on TV in South Korea, China, Japan and North Korea. #TrumpKimSummit https://t.co/AZ…",Tue Jun 12 05:53:20 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),51,"RT @BBCBreaking: ""The world will see a major change"" - Kim Jong-un's words as he and Donald Trump sign a ""historic"" document after #TrumpKi…",Tue Jun 12 05:52:02 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),52,How a stick protects Oromo women in Ethiopia https://t.co/7KL9cg9nXI,Tue Jun 12 05:41:26 +0000 2018,0.3182,0.247,0.753,0.0
BBCWorld,BBC News (World),53,"Live updates from #TrumpKimSummit 

https://t.co/Ce39CXEPHG https://t.co/vcDN3D8NPF",Tue Jun 12 04:52:13 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),54,Trump-Kim: Historic one-on-one at Singapore summit https://t.co/SAS57KNDOv,Tue Jun 12 04:50:56 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),55,"Donald Trump tells reporters that he and Kim Jong-un will shortly be ""signing"" something together, as they take a s… https://t.co/RIF6i6WpFS",Tue Jun 12 04:44:52 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),56,From 'fire and fury' to this. The moment Donald Trump met Kim Jong-un https://t.co/kQeQIixs89 https://t.co/oVkCQA7wTU,Tue Jun 12 04:33:51 +0000 2018,-0.7269,0.0,0.681,0.319
BBCWorld,BBC News (World),57,"Where is @realDonaldTrump
now?

How long did his meeting with Kim Jong-un last? 

What was discussed?

Questions ab… https://t.co/2pffHUgklF",Tue Jun 12 04:18:35 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),58,RT @BBCMarikoOi: 【🚨Facebook Live alert🚨】@heatherchen_ &amp; I will be broadcasting from @BBCNews Facebook page at 7am🇬🇧/2pm🇸🇬 so send us your Q…,Tue Jun 12 04:17:21 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),59,"""We will have a terrific relationship, I have no doubt"" - this is what Donald Trump and Kim Jong-un had to say befo… https://t.co/A3oGYRvMCP",Tue Jun 12 04:14:15 +0000 2018,-0.1531,0.12,0.698,0.182
BBCWorld,BBC News (World),60,In pictures: Kim makes surprise Singapore tour https://t.co/3TsUH4hGLL,Tue Jun 12 04:12:36 +0000 2018,0.2732,0.231,0.769,0.0
BBCWorld,BBC News (World),61,One-handed cookbook for stroke patients https://t.co/8aQforTIFB,Tue Jun 12 02:47:12 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),62,"Remember when Kim Jong-un used to be a recluse? 

https://t.co/zLa9K0qWGC

Live #TrumpKimSummit updates https://t.co/0lycZ550bf",Tue Jun 12 02:46:57 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),63,"#TrumpKim summary:

- @realDonaldTrump meets Kim Jong-un in Singapore
- Denuclearisation is on the table
- And so i… https://t.co/yelR1J7S8b",Tue Jun 12 02:30:37 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),64,"RT @BBCNewsAsia: Over in South Korea... 

#TrumpKimSummit
#TrumpKim 

Live https://t.co/sCYS3RbMYA

How Koreans view the summits https://t.…",Tue Jun 12 02:07:07 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),65,"RT @hugobachega: Joining us tonight for the #TrumpKim summit is Grace Jo, who managed to escape North Korea not just once but three times h…",Tue Jun 12 01:54:22 +0000 2018,0.3071,0.124,0.876,0.0
BBCWorld,BBC News (World),66,"Guess who else is in Singapore for the #TrumpKimsummit 

Dennis Rodman just got emotional on CNN while sharing his… https://t.co/TXJpYipvFI",Tue Jun 12 01:54:09 +0000 2018,0.5267,0.196,0.804,0.0
BBCWorld,BBC News (World),67,The moment when Donald Trump and Kim Jong-un shook hands https://t.co/DXFUCFLJfy,Tue Jun 12 01:50:55 +0000 2018,-0.1027,0.0,0.877,0.123
BBCWorld,BBC News (World),68,"Trump's economic adviser suffers heart attack, tweets president https://t.co/tPSFdSoaGX",Tue Jun 12 01:43:42 +0000 2018,-0.7351,0.0,0.53,0.47
BBCWorld,BBC News (World),69,"Whatever you make of this day, history really has been made.

#TrumpKim
#TrumpKimsummit 

More:… https://t.co/4KmeeXwAEr",Tue Jun 12 01:38:56 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),70,"Watch history unfold: https://t.co/J45v7h9kFk

#TrumpKim 
#TrumpKimSummit https://t.co/ak3PtukdbL",Tue Jun 12 01:27:52 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),71,"RT @BBCBreaking: The moment the world's been waiting for. 

US President @realDonaldTrump has met North Korea's Kim Jong-un https://t.co/DN…",Tue Jun 12 01:09:03 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),72,"RT @BBCBreaking: Donald Trump has *just* met Kim Jong-un https://t.co/DNFStoMXjW

#TrumpKimSummit
#TrumpKim",Tue Jun 12 01:05:37 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),73,"#TrumpKimsummit: Both leaders are in place at the five star Capella hotel.

They will meet for a very short time, j… https://t.co/plDCWNJevD",Tue Jun 12 01:02:35 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),74,"History is about to be made as the meeting of the year takes place on Sentosa island. #trumpkimsummit

But human ri… https://t.co/b7X84XP9sc",Tue Jun 12 00:33:30 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),75,RT @BBCBreaking: @realDonaldTrump North Korean leader Kim Jong-un has just left his Singapore hotel and joins @realDonaldTrump on his way t…,Tue Jun 12 00:18:16 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),76,"RT @BBCBreaking: .@realDonaldTrump has just left his hotel and is now on his way to Singapore's Sentosa island for #TrumpKimSummit. 

Kim J…",Tue Jun 12 00:07:32 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),77,Live #TrumpKim: Operations in full swing as we await the departure of Kim Jong-un for Singapore's Sentosa island.… https://t.co/RJLPkhRoCd,Tue Jun 12 00:04:27 +0000 2018,0.1027,0.072,0.928,0.0
BBCWorld,BBC News (World),78,Does the US have a pet tiger problem? https://t.co/NHiryBxN4m,Mon Jun 11 23:55:34 +0000 2018,-0.4019,0.0,0.722,0.278
BBCWorld,BBC News (World),79,The UK health tax hurting foreign nurses https://t.co/AA1MMNcEhO,Mon Jun 11 23:43:41 +0000 2018,-0.4019,0.0,0.722,0.278
BBCWorld,BBC News (World),80,"Extraordinary scenes in Singapore last night as Mr Kim took a tour downtown. 

Some in the crowd were even shouting… https://t.co/IhFfCpvCJG",Mon Jun 11 23:31:32 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),81,World Cup 2018: Kaliningrad - the venue next door to the West https://t.co/MMOh0Pgy7d,Mon Jun 11 23:29:32 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),82,"@BBCBreaking @realDonaldTrump All the #TrumpKim action, live from Singapore. (Good morning!) 

Follow our… https://t.co/kC2oxhnNOk",Mon Jun 11 23:07:54 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),83,"RT @BBCBreaking: Today's the day: @realDonaldTrump meets North Korea's Kim Jong-un https://t.co/BWqAUTLCwN

#TrumpKim 

Follow our live #tr…",Mon Jun 11 22:57:08 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),84,"@realDonaldTrump If you want summit-related news on your Twitter feeds, you can subscribe to our list:… https://t.co/chjIf8Ei8J",Mon Jun 11 22:53:29 +0000 2018,0.0772,0.075,0.925,0.0
BBCWorld,BBC News (World),85,"Today's the day. 

US President @realDonaldTrump meets Kim Jong-un for an unprecedented summit aimed at defusing te… https://t.co/wCxnuJttyE",Mon Jun 11 22:51:54 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),86,Malaysia's Anwar Ibrahim on Mahathir: 'We have to move on' https://t.co/gy0agIgCTq,Mon Jun 11 21:27:07 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),87,Trump-Kim: Singapore taxi drivers on summit https://t.co/aFYyKsIHyT,Mon Jun 11 21:24:41 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),88,Life on board the Aquarius migrant rescue ship https://t.co/Yn9NgmQMmc,Mon Jun 11 21:24:41 +0000 2018,0.5106,0.292,0.708,0.0
BBCWorld,BBC News (World),89,US imposes new Russia sanctions over cyber-attacks https://t.co/tZCalfADjy,Mon Jun 11 21:07:35 +0000 2018,-0.1027,0.0,0.833,0.167
BBCWorld,BBC News (World),90,US rejects asylum case in landmark ruling https://t.co/8fuibWrans,Mon Jun 11 20:43:54 +0000 2018,-0.4404,0.124,0.571,0.305
BBCWorld,BBC News (World),91,Trump Kim summit: US and North Korean leaders to hold historic talks https://t.co/WC45XDcGaF,Mon Jun 11 20:27:14 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),92,US arrests 74 in global email scam crackdown https://t.co/aMlFLaZHwg,Mon Jun 11 20:17:57 +0000 2018,-0.765,0.0,0.515,0.485
BBCWorld,BBC News (World),93,Scientists shocked by mysterious deaths of ancient trees https://t.co/BVsdp5BOFP,Mon Jun 11 19:54:09 +0000 2018,-0.3182,0.0,0.777,0.223
BBCWorld,BBC News (World),94,G7 summit: UK PM Theresa May tells MPs of 'difficult' meeting https://t.co/VlzmCOMqhY,Mon Jun 11 19:47:15 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),95,"""We love you, Mr Kim""

North Korea's leader takes a stroll in Singapore ahead of the #TrumpKimSummit… https://t.co/vCbE0AWswi",Mon Jun 11 19:34:12 +0000 2018,0.6369,0.208,0.792,0.0
BBCWorld,BBC News (World),96,Ex-Senate aide James Wolfe turns himself in over 'FBI leaks' https://t.co/sHgu8BpNG4,Mon Jun 11 18:54:56 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),97,Daimler forced to recall Mercedes with defeat devices https://t.co/uq4hIG4z0h,Mon Jun 11 18:28:09 +0000 2018,-0.7184,0.0,0.538,0.462
BBCWorld,BBC News (World),98,Plane diverted to Shannon Airport after 'bomb threat' message https://t.co/6UO35UwBAO,Mon Jun 11 18:11:30 +0000 2018,-0.765,0.0,0.548,0.452
BBCWorld,BBC News (World),99,"RT @BBCBarbaraPlett: Selfie while out on a Singapore stroll, apparently #KimJongUn's first #imagemakeover  #TrumpKimSummit https://t.co/VCk…",Mon Jun 11 17:38:59 +0000 2018,0.0,0.0,1.0,0.0
BBCWorld,BBC News (World),100,Catalan village women vote for topless bathing after row at pool https://t.co/5GwaM5JvFB,Mon Jun 11 16:40:25 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,1,"For the second straight year, throngs of fans are celebrating the Golden State Warriors with a parade for a team so… https://t.co/L8ccU8wTPw",Tue Jun 12 19:18:39 +0000 2018,0.6808,0.237,0.763,0.0
CBSNews,CBS News,2,Mitch McConnell becomes longest-serving Republican leader in history of Senate https://t.co/lxytJsyFjY https://t.co/6TCoC8ai6z,Tue Jun 12 19:14:32 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,3,"Domino's fixing towns' crumbling roads -- patching up potholes with its logo -- in move to ""save"" pizza… https://t.co/rwhxBNlOWx",Tue Jun 12 19:00:03 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,4,"U2 honors ""great storyteller"" Anthony Bourdain during concert at New York City's Apollo Theater… https://t.co/pvaDWSA8lx",Tue Jun 12 18:44:31 +0000 2018,0.8126,0.363,0.637,0.0
CBSNews,CBS News,5,"Virginia primary voters to pick nominees in local, federal races https://t.co/Jy4n43vlJa https://t.co/OFSUwjrWCp",Tue Jun 12 18:29:57 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,6,Couple stops to respectfully fold American flag after two people ripped it down and left it on the sidewalk… https://t.co/Wm6iJIMsqe,Tue Jun 12 18:19:47 +0000 2018,0.2732,0.121,0.807,0.072
CBSNews,CBS News,7,"Neighbors stunned after ""pleasant"" man revealed to be long-missing Air Force officer https://t.co/QhdwEYtCbE https://t.co/gyr9vOTN5T",Tue Jun 12 18:14:57 +0000 2018,-0.1027,0.0,0.903,0.097
CBSNews,CBS News,8,"""Dennis Rodman is probably the only one on the planet who knows both of them,"" @GayleKing says of President Trump a… https://t.co/H0CWlUt207",Tue Jun 12 18:13:31 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,9,11 candidates seeking to succeed firebrand Maine Gov. LePage in Tuesday's primary  https://t.co/N7laRnJnfQ https://t.co/GFJw12IpDw,Tue Jun 12 17:59:45 +0000 2018,0.4939,0.198,0.802,0.0
CBSNews,CBS News,10,"Hostage situation unfolding in Paris. Negotiations with the suspect were taking place, according to an Interior Min… https://t.co/UJ6tsl7nFy",Tue Jun 12 17:44:40 +0000 2018,-0.296,0.0,0.885,0.115
CBSNews,CBS News,11,"WATCH: The championship parade for Stanley Cup champs, the Washington Capitals, is underway https://t.co/JvnOxNMouK https://t.co/n8b0X86TCF",Tue Jun 12 17:35:03 +0000 2018,0.6908,0.305,0.695,0.0
CBSNews,CBS News,12,Canada’s Parliament has voted unanimously to condemn President Trump following his attacks against Prime Minister J… https://t.co/x6qlPUjr5g,Tue Jun 12 17:29:44 +0000 2018,-0.6705,0.0,0.732,0.268
CBSNews,CBS News,13,Extreme fire danger forces rare shutdown of national forests in West https://t.co/1rlj92zMy3 https://t.co/eu1WHem8QO,Tue Jun 12 17:14:45 +0000 2018,-0.7003,0.0,0.655,0.345
CBSNews,CBS News,14,"Catholic priest shot to death at altar by gunmen in Philippines, Philippines Catholic Bishops Conference says he wa… https://t.co/YlAIMYuBta",Tue Jun 12 16:59:41 +0000 2018,-0.5994,0.0,0.822,0.178
CBSNews,CBS News,15,"A high school pitcher was playing against his best friend in the state championship game, and instead of celebratin… https://t.co/K3dCJdQIRj",Tue Jun 12 16:45:11 +0000 2018,0.9022,0.446,0.554,0.0
CBSNews,CBS News,16,"WATCH: A squirrel helps himself to a bag of candy in Disney World, then scampers out the door with his loot.… https://t.co/PTBRaX8Udv",Tue Jun 12 16:30:02 +0000 2018,0.3818,0.12,0.88,0.0
CBSNews,CBS News,17,"Hailey Dawson, an 8-year-old with a one-of-a-kind pitching hand, delivered the first throw at the Milwaukee… https://t.co/5jl7p3S1N8",Tue Jun 12 16:15:30 +0000 2018,0.4939,0.176,0.824,0.0
CBSNews,CBS News,18,Rose McGowan indicted on cocaine charge in Virginia https://t.co/QBSZhRIQvJ https://t.co/V6lb2U2bFd,Tue Jun 12 15:54:37 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,19,"""A lot of tears"": Lava destroys as many as 700 homes in Hawaii https://t.co/XI2ittT94e https://t.co/ZzTBxuLXVl",Tue Jun 12 15:34:30 +0000 2018,-0.5574,0.0,0.795,0.205
CBSNews,CBS News,20,"Hostage situation unfolding in Paris, Paris police say there is no indication yet of a link to terrorism, but heavi… https://t.co/Twkz0iSXpX",Tue Jun 12 15:19:41 +0000 2018,-0.5267,0.0,0.804,0.196
CBSNews,CBS News,21,"This man is traveling to all 50 states with his lawn mower, cutting grass for people in need. Now, his movement is… https://t.co/P8cbPYLw5h",Tue Jun 12 15:06:31 +0000 2018,-0.128,0.0,0.936,0.064
CBSNews,CBS News,22,Here is the agreement President Trump and Kim Jong UN signed https://t.co/XUzmPQ7Hrk https://t.co/toIsG2ytnw,Tue Jun 12 14:29:34 +0000 2018,0.4939,0.211,0.789,0.0
CBSNews,CBS News,23,"Olympic skier Bode Miller's 19-month-old daughter of drowns in pool, authorities say https://t.co/OUjuqmR6mE https://t.co/lCRblge2vE",Tue Jun 12 14:14:45 +0000 2018,-0.4939,0.0,0.802,0.198
CBSNews,CBS News,24,Ohio plans to resume its process for removing inactive voters after it was affirmed in Monday's 5-4 ruling.… https://t.co/NkfWK8dGsz,Tue Jun 12 13:59:40 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,25,Eric Trump cut the ribbon on a new clubhouse at a golf course on Monday and said his family's golf empire is doing… https://t.co/leICqPXUkb,Tue Jun 12 13:29:38 +0000 2018,-0.2732,0.0,0.909,0.091
CBSNews,CBS News,26,"This man is traveling to all 50 states with his lawn mower, cutting grass for people in need. Now, his movement is… https://t.co/vNvvNtNtiq",Tue Jun 12 13:15:50 +0000 2018,-0.128,0.0,0.936,0.064
CBSNews,CBS News,27,Investors in wait-and-see mode after Trump-Kim summit https://t.co/7yApBG1orX https://t.co/FFXdXyv7YR,Tue Jun 12 12:59:40 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,28,"Trevor Noah joins @CBSThisMorning to discuss his new book: “Born a Crime: Stories from a South African Childhood,”… https://t.co/ZGseddoR3Q",Tue Jun 12 12:50:25 +0000 2018,-0.5423,0.0,0.821,0.179
CBSNews,CBS News,29,Pharmaceutical giant Mylan is making strides in the fast-growing biosimilar market. Biosimilars are drugs and devic… https://t.co/18KvEuU2S4,Tue Jun 12 12:39:23 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,CBS News,30,"""[Kim Jong Un] kills his own people in large numbers. He killed Otto Warmbier. He is a very bad guy. But I'm willin… https://t.co/ZH5VWqUATE",Tue Jun 12 12:37:19 +0000 2018,-0.9152,0.0,0.629,0.371
CBSNews,CBS News,31,"""President Trump has to convince Kim Jong Un he's safer and more prosperous without nuclear weapons. This is a firs… https://t.co/ZFH8T9TNwa",Tue Jun 12 12:35:24 +0000 2018,0.8624,0.398,0.602,0.0
CBSNews,CBS News,32,"RT @CBSThisMorning: ""One thing I would tell you, if there is an agreement it must come to congress for our approval,"" Senator @LindseyGraha…",Tue Jun 12 12:35:14 +0000 2018,0.4939,0.132,0.868,0.0
