Twitter Feed,Source Account,Tweets Ago,Tweet,Tweet Date,Compound Score,Positive Score,Neutral Score,Negative Score
nytimes,The New York Times,67,The U.S. has talked about building solar panel highways for years. China has now done it. https://t.co/qpE2iQmcv7,Tue Jun 12 04:02:03 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,68,"RT @nytopinion: There has never been a disaster like the G7 meeting that just took place. It could herald the beginning of a trade war, may…",Tue Jun 12 03:47:03 +0000 2018,-0.4051,0.109,0.693,0.198
nytimes,The New York Times,69,Photos of the Trump-Kim summit meeting from Singapore https://t.co/f5O02F5nVD https://t.co/UHYY6iWWxh,Tue Jun 12 03:32:08 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,70,"“I go to sleep at night beating myself up about it, thinking, ‘Why did I not at least Google the possible side effe… https://t.co/8lr367GWNo",Tue Jun 12 03:17:04 +0000 2018,-0.4588,0.0,0.88,0.12
nytimes,The New York Times,71,RT @dougmillsnyt: .@realDonaldTrump and North Korean leader Kim Jong-un during their first meeting on Sentosa Island in Singapore. #Singapo…,Tue Jun 12 03:11:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,72,A federal judge sharply criticized the Justice Department’s argument that President Trump’s financial interest in h… https://t.co/o2E925YEhy,Tue Jun 12 03:02:04 +0000 2018,0.34,0.274,0.513,0.214
nytimes,The New York Times,73,RT @austinramzy: My meager contribution to this historic moment https://t.co/qv0bTV4G2j,Tue Jun 12 02:53:41 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,74,"RT @nytpolitics: In the first six years as leader, Kim Jong-un has ordered the executions of at least 340 people, including a general who f…",Tue Jun 12 02:47:06 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,75,See photos and video of President Trump greeting Kim Jong-un in Singapore. “I think we will have a terrific relatio… https://t.co/4xnwuSe35r,Tue Jun 12 02:32:02 +0000 2018,0.6908,0.241,0.759,0.0
nytimes,The New York Times,76,RT @motokorich: Fuel https://t.co/OiPl8t5y37,Tue Jun 12 02:26:25 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,77,RT @dougmillsnyt: .@realDonaldTrump greets North Korean leader Kim Jong-un for the first time on Sentosa Island in Singapore. #signapore #t…,Tue Jun 12 02:21:04 +0000 2018,0.1531,0.078,0.922,0.0
nytimes,The New York Times,78,Evening Briefing: Here's what you need to know at the end of the day https://t.co/g9W39295qT,Tue Jun 12 02:11:03 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,79,You've probably seen this G-7 summit photo that was distributed by the German government. But did you see the diffe… https://t.co/XpadH4vkgt,Tue Jun 12 01:55:06 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,80,Video: President Trump and Kim Jong-un meet in Singapore https://t.co/7gwJBuB1FB https://t.co/y8AtbWLoL2,Tue Jun 12 01:48:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,81,"RT @aellick: Video Op-Ed: When you are watching Trump &amp; Kim shake hands, don't forget that Kim still runs gulags. A video op-ed from a Nort…",Tue Jun 12 01:32:03 +0000 2018,-0.0088,0.066,0.867,0.067
nytimes,The New York Times,82,Follow our live updates as President Trump and Kim Jong-un of North Korea have their first face-to-face meeting https://t.co/z5RP51xxdp,Tue Jun 12 01:17:00 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,83,"Breaking News: President Trump shook hands with Kim Jong-un, advancing an unlikely courtship after decades of U.S.-… https://t.co/wjwXHtIi6k",Tue Jun 12 01:06:35 +0000 2018,-0.1027,0.0,0.924,0.076
nytimes,The New York Times,84,"Larry Kudlow, President Trump’s top economic adviser, had a heart attack and was taken to Walter Reed Medical Cente… https://t.co/6MmypCrFbJ",Tue Jun 12 00:57:04 +0000 2018,-0.3182,0.082,0.776,0.142
nytimes,The New York Times,85,Live Updates: President Trump and Kim Jong-un arrive at the site of Singapore summit meeting https://t.co/8On1pDQtPr,Tue Jun 12 00:48:08 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,86,Photos from Singapore ahead of the Trump-Kim summit meeting https://t.co/ShrQfaA0UF,Tue Jun 12 00:36:06 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,87,RT @nytopinion: Yeonmi Park fled North Korea when she was 13. She is now fighting for the millions of other North Koreans still living unde…,Tue Jun 12 00:17:06 +0000 2018,-0.3612,0.0,0.906,0.094
nytimes,The New York Times,88,“I’m quite certain that the loss of the Y chromosome with age explains a very large proportion of the increased mor… https://t.co/UFC2blv0sc,Tue Jun 12 00:02:03 +0000 2018,0.2944,0.189,0.714,0.097
nytimes,The New York Times,89,RT @nytimesbusiness: You are reading this correctly: a solar-panel-paved patch of road exists in China. @KeithBradsher went to see it for h…,Mon Jun 11 23:47:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,90,Live Updates: All eyes are on Singapore ahead of the Trump-Kim summit meeting. Here’s what has happened so far: https://t.co/AMMfxYkCto,Mon Jun 11 23:32:00 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,91,"""It’s amazing for Romania, ... because you always have a young generation who look up to someone and say, 'If she c… https://t.co/hLl4T4Ag7h",Mon Jun 11 23:17:04 +0000 2018,0.5859,0.153,0.847,0.0
nytimes,The New York Times,92,Evening Briefing: Here's what you need to know at the end of the day https://t.co/e3nmlnZwVy,Mon Jun 11 23:02:02 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,93,RT @NYTNational: Many in this Tennessee town supported Trump. But when one of the biggest workplace raids of his administration happened to…,Mon Jun 11 22:47:03 +0000 2018,0.3182,0.099,0.901,0.0
nytimes,The New York Times,94,A new study has put a price tag on Brazil's violence epidemic. The cost rose to more than $138 billion a year. https://t.co/bV1it3YZ98,Mon Jun 11 22:32:05 +0000 2018,-0.6249,0.0,0.823,0.177
nytimes,The New York Times,95,15 students were suspended after participating in a fraternity skit that used racial slurs and mimed sexual assault https://t.co/glxGkrpI8m,Mon Jun 11 22:17:02 +0000 2018,-0.7845,0.0,0.699,0.301
nytimes,The New York Times,96,"Even as astronomers await a verdict on construction of a huge telescope on Mauna Kea, they are still trying to figu… https://t.co/OHMsGY9kOm",Mon Jun 11 22:02:06 +0000 2018,0.5106,0.238,0.762,0.0
nytimes,The New York Times,97,"“Hello, ducks.” Mitt Romney is back on the campaign trail, this time for Senate, and he’s not running as the anti-T… https://t.co/YNQFWHHIfN",Mon Jun 11 21:47:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,98,"Eunice Gayson, the British stage and film actress who earned a place in cinema history as the first Bond girl, died… https://t.co/X8hBwgCOSi",Mon Jun 11 21:32:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,99,"RT @nytimesmusic: serpentwithfeet, Kane Brown, Snail Mail and more: the 11 new songs you need to hear https://t.co/KWsWSvEEtM",Mon Jun 11 21:17:02 +0000 2018,0.0,0.0,1.0,0.0
nytimes,The New York Times,100,The net neutrality repeal is official. Here’s how that could affect you. https://t.co/2cAqN5ouAk,Mon Jun 11 21:05:06 +0000 2018,0.0,0.0,1.0,0.0
